"","g1","g2"
"5778","ENSG00000173679.2","ENSG00000171481.3"
"5779","ENSG00000171481.3","ENSG00000136939.1"
"5780","ENSG00000136939.1","ENSG00000171459.3"
"5781","ENSG00000171459.3","ENSG00000148215.4"
"5782","ENSG00000148215.4","ENSG00000136940.13"
"5783","ENSG00000136940.13","ENSG00000165204.3"
"5784","ENSG00000165204.3","ENSG00000056586.15"
"5785","ENSG00000186130.4","ENSG00000171448.8"
"5786","ENSG00000011454.16","ENSG00000188394.6"
"5787","ENSG00000165209.18","ENSG00000148204.11"
"5788","ENSG00000119522.16","ENSG00000106689.10"
"5789","ENSG00000119408.16","ENSG00000136930.12"
"5790","ENSG00000136930.12","ENSG00000180264.11"
"5791","ENSG00000180264.11","ENSG00000136931.9"
"5792","ENSG00000185585.19","ENSG00000136918.7"
"5793","ENSG00000136950.13","ENSG00000136935.13"
"5794","ENSG00000173611.17","ENSG00000119414.11"
"5795","ENSG00000119414.11","ENSG00000136933.16"
"5796","ENSG00000136933.16","ENSG00000044574.7"
"5797","ENSG00000044574.7","ENSG00000165219.21"
"5798","ENSG00000119487.16","ENSG00000167081.16"
"5799","ENSG00000136944.17","ENSG00000169155.9"
"5800","ENSG00000169155.9","ENSG00000177125.5"
"5801","ENSG00000177125.5","ENSG00000136828.18"
"5802","ENSG00000136859.9","ENSG00000136895.18"
"5803","ENSG00000136895.18","ENSG00000136856.17"
"5804","ENSG00000136856.17","ENSG00000196152.10"
"5805","ENSG00000196152.10","ENSG00000197958.12"
"5806","ENSG00000148356.13","ENSG00000136830.11"
"5807","ENSG00000136854.19","ENSG00000187024.13"
"5808","ENSG00000187024.13","ENSG00000160401.14"
"5809","ENSG00000167094.15","ENSG00000160404.17"
"5810","ENSG00000160404.17","ENSG00000095370.19"
"5811","ENSG00000136877.14","ENSG00000106991.13"
"5812","ENSG00000106991.13","ENSG00000106992.17"
"5813","ENSG00000106992.17","ENSG00000160408.14"
"5814","ENSG00000160408.14","ENSG00000136840.18"
"5815","ENSG00000136840.18","ENSG00000167103.11"
"5816","ENSG00000136908.17","ENSG00000167106.11"
"5817","ENSG00000167106.11","ENSG00000171169.8"
"5818","ENSG00000148339.12","ENSG00000148334.14"
"5819","ENSG00000148334.14","ENSG00000148346.11"
"5820","ENSG00000148346.11","ENSG00000171159.4"
"5821","ENSG00000171159.4","ENSG00000148337.20"
"5822","ENSG00000148337.20","ENSG00000106976.20"
"5823","ENSG00000106976.20","ENSG00000167110.17"
"5824","ENSG00000175854.11","ENSG00000167112.9"
"5825","ENSG00000167113.10","ENSG00000167114.12"
"5826","ENSG00000167114.12","ENSG00000167118.10"
"5827","ENSG00000167118.10","ENSG00000167123.18"
"5828","ENSG00000167123.18","ENSG00000136811.16"
"5829","ENSG00000136811.16","ENSG00000119392.14"
"5830","ENSG00000119392.14","ENSG00000197694.15"
"5831","ENSG00000197694.15","ENSG00000119333.11"
"5832","ENSG00000119333.11","ENSG00000119335.16"
"5833","ENSG00000119335.16","ENSG00000160447.6"
"5834","ENSG00000160447.6","ENSG00000160446.18"
"5835","ENSG00000160446.18","ENSG00000160445.10"
"5836","ENSG00000160445.10","ENSG00000107021.15"
"5837","ENSG00000107021.15","ENSG00000167136.6"
"5838","ENSG00000167136.6","ENSG00000198917.12"
"5839","ENSG00000198917.12","ENSG00000171097.13"
"5840","ENSG00000136802.11","ENSG00000175287.18"
"5841","ENSG00000175287.18","ENSG00000175283.7"
"5842","ENSG00000095319.14","ENSG00000148341.17"
"5843","ENSG00000148343.18","ENSG00000167130.17"
"5844","ENSG00000167130.17","ENSG00000095321.16"
"5845","ENSG00000119383.19","ENSG00000188483.7"
"5846","ENSG00000148335.14","ENSG00000179058.6"
"5847","ENSG00000179058.6","ENSG00000148331.11"
"5848","ENSG00000148331.11","ENSG00000167157.10"
"5849","ENSG00000167157.10","ENSG00000148344.10"
"5850","ENSG00000148344.10","ENSG00000136816.15"
"5851","ENSG00000136816.15","ENSG00000136827.11"
"5852","ENSG00000136827.11","ENSG00000136819.15"
"5853","ENSG00000187239.16","ENSG00000148358.19"
"5854","ENSG00000148358.19","ENSG00000107130.9"
"5855","ENSG00000107130.9","ENSG00000148357.16"
"5856","ENSG00000148357.16","ENSG00000130707.17"
"5857","ENSG00000130707.17","ENSG00000107164.15"
"5858","ENSG00000107164.15","ENSG00000130711.3"
"5859","ENSG00000130711.3","ENSG00000130713.15"
"5860","ENSG00000130713.15","ENSG00000097007.17"
"5861","ENSG00000097007.17","ENSG00000188710.2"
"5862","ENSG00000188710.2","ENSG00000130720.12"
"5863","ENSG00000130720.12","ENSG00000050555.17"
"5864","ENSG00000050555.17","ENSG00000126878.12"
"5865","ENSG00000126878.12","ENSG00000126883.16"
"5866","ENSG00000126883.16","ENSG00000126882.12"
"5867","ENSG00000126882.12","ENSG00000160539.4"
"5868","ENSG00000160539.4","ENSG00000130723.18"
"5869","ENSG00000130723.18","ENSG00000130714.15"
"5870","ENSG00000130714.15","ENSG00000130717.12"
"5871","ENSG00000130717.12","ENSG00000283526.1"
"5872","ENSG00000283526.1","ENSG00000107263.18"
"5873","ENSG00000160563.13","ENSG00000196358.10"
"5874","ENSG00000196358.10","ENSG00000107290.13"
"5875","ENSG00000107290.13","ENSG00000125482.12"
"5876","ENSG00000188523.8","ENSG00000125492.9"
"5877","ENSG00000125492.9","ENSG00000125485.17"
"5878","ENSG00000165698.15","ENSG00000165699.13"
"5879","ENSG00000165702.13","ENSG00000148308.17"
"5880","ENSG00000148308.17","ENSG00000170835.14"
"5881","ENSG00000170835.14","ENSG00000160271.14"
"5882","ENSG00000160271.14","ENSG00000148288.11"
"5883","ENSG00000148288.11","ENSG00000171102.14"
"5884","ENSG00000171102.14","ENSG00000175164.13"
"5885","ENSG00000175164.13","ENSG00000148296.6"
"5886","ENSG00000148296.6","ENSG00000148297.15"
"5887","ENSG00000148291.9","ENSG00000148248.13"
"5888","ENSG00000198870.7","ENSG00000148300.11"
"5889","ENSG00000160323.18","ENSG00000160325.14"
"5890","ENSG00000160325.14","ENSG00000160326.13"
"5891","ENSG00000160326.13","ENSG00000187616.4"
"5892","ENSG00000197859.9","ENSG00000196990.8"
"5893","ENSG00000196990.8","ENSG00000123454.10"
"5894","ENSG00000123454.10","ENSG00000123453.17"
"5895","ENSG00000160293.16","ENSG00000235106.9"
"5896","ENSG00000235106.9","ENSG00000169925.16"
"5897","ENSG00000169925.16","ENSG00000196363.9"
"5898","ENSG00000196363.9","ENSG00000186350.9"
"5899","ENSG00000160339.15","ENSG00000085265.10"
"5900","ENSG00000085265.10","ENSG00000130558.19"
"5901","ENSG00000196422.10","ENSG00000160345.12"
"5902","ENSG00000122140.10","ENSG00000160349.9"
"5903","ENSG00000160349.9","ENSG00000122136.13"
"5904","ENSG00000122136.13","ENSG00000122133.16"
"5905","ENSG00000122133.16","ENSG00000236543.2"
"5906","ENSG00000236543.2","ENSG00000204007.6"
"5907","ENSG00000204007.6","ENSG00000148386.9"
"5908","ENSG00000148386.9","ENSG00000165643.10"
"5909","ENSG00000130559.18","ENSG00000130560.8"
"5910","ENSG00000130560.8","ENSG00000148411.7"
"5911","ENSG00000148411.7","ENSG00000238227.7"
"5912","ENSG00000238227.7","ENSG00000107187.15"
"5913","ENSG00000107187.15","ENSG00000165661.16"
"5914","ENSG00000165661.16","ENSG00000260220.6"
"5915","ENSG00000260220.6","ENSG00000160360.12"
"5916","ENSG00000160360.12","ENSG00000213221.4"
"5917","ENSG00000187796.13","ENSG00000165684.4"
"5918","ENSG00000165684.4","ENSG00000165689.16"
"5919","ENSG00000165688.11","ENSG00000148384.12"
"5920","ENSG00000148384.12","ENSG00000148396.18"
"5921","ENSG00000148396.18","ENSG00000148400.9"
"5922","ENSG00000148400.9","ENSG00000172889.15"
"5923","ENSG00000172889.15","ENSG00000169692.12"
"5924","ENSG00000169692.12","ENSG00000165716.10"
"5925","ENSG00000165716.10","ENSG00000187922.13"
"5926","ENSG00000267206.5","ENSG00000204001.9"
"5927","ENSG00000177984.6","ENSG00000244187.7"
"5928","ENSG00000213213.13","ENSG00000196642.18"
"5929","ENSG00000196642.18","ENSG00000232434.2"
"5930","ENSG00000177943.13","ENSG00000107223.12"
"5931","ENSG00000107223.12","ENSG00000127191.17"
"5932","ENSG00000127191.17","ENSG00000159069.13"
"5933","ENSG00000184925.11","ENSG00000107317.12"
"5934","ENSG00000169583.12","ENSG00000107331.16"
"5935","ENSG00000180549.7","ENSG00000107281.9"
"5936","ENSG00000054179.11","ENSG00000186193.8"
"5937","ENSG00000177239.14","ENSG00000176978.13"
"5938","ENSG00000176978.13","ENSG00000176884.14"
"5939","ENSG00000176884.14","ENSG00000184709.7"
"5940","ENSG00000185863.7","ENSG00000176248.8"
"5941","ENSG00000176101.11","ENSG00000176058.11"
"5942","ENSG00000188566.13","ENSG00000212864.3"
"5943","ENSG00000198569.9","ENSG00000188229.5"
"5944","ENSG00000188986.6","ENSG00000198113.2"
"5945","ENSG00000198113.2","ENSG00000198435.3"
"5946","ENSG00000198435.3","ENSG00000187609.15"
"5947","ENSG00000188747.8","ENSG00000188833.9"
"5948","ENSG00000188833.9","ENSG00000165802.21"
"5949","ENSG00000165802.21","ENSG00000130653.15"
"5950","ENSG00000182154.7","ENSG00000148399.12"
"5951","ENSG00000148399.12","ENSG00000165724.5"
"5952","ENSG00000165724.5","ENSG00000197070.13"
"5953","ENSG00000197070.13","ENSG00000181090.19"
"5954","ENSG00000261456.5","ENSG00000015171.19"
"5955","ENSG00000151240.16","ENSG00000180525.11"
"5956","ENSG00000107929.14","ENSG00000107937.18"
"5957","ENSG00000107937.18","ENSG00000148377.5"
"5958","ENSG00000148377.5","ENSG00000067064.10"
"5959","ENSG00000067057.16","ENSG00000107959.15"
"5960","ENSG00000165568.17","ENSG00000187134.13"
"5961","ENSG00000187134.13","ENSG00000151632.17"
"5962","ENSG00000151632.17","ENSG00000196139.13"
"5963","ENSG00000196139.13","ENSG00000198610.10"
"5964","ENSG00000198610.10","ENSG00000178473.6"
"5965","ENSG00000178473.6","ENSG00000178462.11"
"5966","ENSG00000173848.18","ENSG00000178372.7"
"5967","ENSG00000178372.7","ENSG00000178363.4"
"5968","ENSG00000178363.4","ENSG00000196372.12"
"5969","ENSG00000196372.12","ENSG00000108021.19"
"5970","ENSG00000108021.19","ENSG00000057608.16"
"5971","ENSG00000057608.16","ENSG00000134461.15"
"5972","ENSG00000134452.19","ENSG00000134470.20"
"5973","ENSG00000134470.20","ENSG00000134460.15"
"5974","ENSG00000134460.15","ENSG00000134453.15"
"5975","ENSG00000134453.15","ENSG00000170525.19"
"5976","ENSG00000123243.14","ENSG00000151655.18"
"5977","ENSG00000151655.18","ENSG00000151657.11"
"5978","ENSG00000165629.19","ENSG00000165632.7"
"5979","ENSG00000148429.14","ENSG00000134463.14"
"5980","ENSG00000134463.14","ENSG00000148426.12"
"5981","ENSG00000151461.19","ENSG00000181192.11"
"5982","ENSG00000181192.11","ENSG00000065665.20"
"5983","ENSG00000065665.20","ENSG00000165609.12"
"5984","ENSG00000151465.13","ENSG00000183049.12"
"5985","ENSG00000123240.16","ENSG00000065328.16"
"5986","ENSG00000065328.16","ENSG00000165623.9"
"5987","ENSG00000165623.9","ENSG00000107537.13"
"5988","ENSG00000107537.13","ENSG00000086475.14"
"5989","ENSG00000086475.14","ENSG00000165626.16"
"5990","ENSG00000165626.16","ENSG00000165630.13"
"5991","ENSG00000065809.13","ENSG00000185267.9"
"5992","ENSG00000284024.1","ENSG00000152455.15"
"5993","ENSG00000152455.15","ENSG00000152457.17"
"5994","ENSG00000197889.9","ENSG00000152463.14"
"5995","ENSG00000152463.14","ENSG00000176244.6"
"5996","ENSG00000152464.14","ENSG00000152465.17"
"5997","ENSG00000077943.7","ENSG00000148481.13"
"5998","ENSG00000165983.14","ENSG00000165985.9"
"5999","ENSG00000107611.14","ENSG00000107614.21"
"6000","ENSG00000107614.21","ENSG00000026025.15"
"6001","ENSG00000148488.15","ENSG00000165996.13"
"6002","ENSG00000165996.13","ENSG00000136738.14"
"6003","ENSG00000136738.14","ENSG00000148483.8"
"6004","ENSG00000148483.8","ENSG00000260314.2"
"6005","ENSG00000260314.2","ENSG00000148482.11"
"6006","ENSG00000148482.11","ENSG00000165995.18"
"6007","ENSG00000078114.18","ENSG00000204683.10"
"6008","ENSG00000204682.5","ENSG00000180592.16"
"6009","ENSG00000223601.2","ENSG00000148444.15"
"6010","ENSG00000168283.13","ENSG00000077327.15"
"6011","ENSG00000165309.13","ENSG00000148450.12"
"6012","ENSG00000148450.12","ENSG00000168267.6"
"6013","ENSG00000168267.6","ENSG00000179133.12"
"6014","ENSG00000179133.12","ENSG00000165312.6"
"6015","ENSG00000099256.18","ENSG00000151023.16"
"6016","ENSG00000151023.16","ENSG00000185875.12"
"6017","ENSG00000185875.12","ENSG00000151025.9"
"6018","ENSG00000148459.15","ENSG00000136754.16"
"6019","ENSG00000107890.16","ENSG00000136758.18"
"6020","ENSG00000120539.14","ENSG00000107897.18"
"6021","ENSG00000107897.18","ENSG00000182077.10"
"6022","ENSG00000182077.10","ENSG00000099246.16"
"6023","ENSG00000150054.18","ENSG00000095787.21"
"6024","ENSG00000095787.21","ENSG00000095739.10"
"6025","ENSG00000107951.14","ENSG00000107968.9"
"6026","ENSG00000107968.9","ENSG00000151033.8"
"6027","ENSG00000165322.17","ENSG00000170759.10"
"6028","ENSG00000120616.15","ENSG00000216937.13"
"6029","ENSG00000108094.14","ENSG00000095794.19"
"6030","ENSG00000095794.19","ENSG00000108100.17"
"6031","ENSG00000177291.3","ENSG00000177283.7"
"6032","ENSG00000198105.13","ENSG00000175395.15"
"6033","ENSG00000175395.15","ENSG00000189180.15"
"6034","ENSG00000189180.15","ENSG00000075407.18"
"6035","ENSG00000196693.14","ENSG00000165733.7"
"6036","ENSG00000165731.18","ENSG00000169826.7"
"6037","ENSG00000169826.7","ENSG00000198915.11"
"6038","ENSG00000198915.11","ENSG00000150201.14"
"6039","ENSG00000150201.14","ENSG00000169813.16"
"6040","ENSG00000169813.16","ENSG00000243660.9"
"6041","ENSG00000243660.9","ENSG00000196793.13"
"6042","ENSG00000196793.13","ENSG00000198298.12"
"6043","ENSG00000198298.12","ENSG00000169740.13"
"6044","ENSG00000277288.3","ENSG00000107562.16"
"6045","ENSG00000187783.11","ENSG00000107551.20"
"6046","ENSG00000107551.20","ENSG00000165507.8"
"6047","ENSG00000165507.8","ENSG00000165512.4"
"6048","ENSG00000256574.6","ENSG00000012779.10"
"6049","ENSG00000165406.15","ENSG00000172671.19"
"6050","ENSG00000172671.19","ENSG00000172661.17"
"6051","ENSG00000172661.17","ENSG00000188234.13"
"6052","ENSG00000188234.13","ENSG00000265354.3"
"6053","ENSG00000265354.3","ENSG00000266412.5"
"6054","ENSG00000266412.5","ENSG00000263639.5"
"6055","ENSG00000274209.4","ENSG00000264230.7"
"6056","ENSG00000264230.7","ENSG00000204174.7"
"6057","ENSG00000204174.7","ENSG00000204175.5"
"6058","ENSG00000204175.5","ENSG00000204176.13"
"6059","ENSG00000266524.2","ENSG00000263761.2"
"6060","ENSG00000263761.2","ENSG00000265203.1"
"6061","ENSG00000265203.1","ENSG00000265763.3"
"6062","ENSG00000265763.3","ENSG00000265190.6"
"6063","ENSG00000189090.7","ENSG00000204172.12"
"6064","ENSG00000277758.4","ENSG00000264717.5"
"6065","ENSG00000264717.5","ENSG00000276430.2"
"6066","ENSG00000170324.20","ENSG00000107643.15"
"6067","ENSG00000128805.14","ENSG00000128815.19"
"6068","ENSG00000165633.12","ENSG00000172538.6"
"6069","ENSG00000172538.6","ENSG00000204161.13"
"6070","ENSG00000204161.13","ENSG00000177354.11"
"6071","ENSG00000177354.11","ENSG00000165606.8"
"6072","ENSG00000165606.8","ENSG00000225830.12"
"6073","ENSG00000225830.12","ENSG00000070748.18"
"6074","ENSG00000187714.6","ENSG00000178645.12"
"6075","ENSG00000178645.12","ENSG00000197444.9"
"6076","ENSG00000197444.9","ENSG00000227345.8"
"6077","ENSG00000204152.10","ENSG00000204149.10"
"6078","ENSG00000204149.10","ENSG00000099290.15"
"6079","ENSG00000099290.15","ENSG00000188611.14"
"6080","ENSG00000198964.13","ENSG00000204147.9"
"6081","ENSG00000204147.9","ENSG00000148584.14"
"6082","ENSG00000148584.14","ENSG00000185532.15"
"6083","ENSG00000150275.17","ENSG00000249860.3"
"6084","ENSG00000122873.11","ENSG00000072401.14"
"6085","ENSG00000072401.14","ENSG00000108064.10"
"6086","ENSG00000108064.10","ENSG00000122870.11"
"6087","ENSG00000165443.11","ENSG00000148541.12"
"6088","ENSG00000165449.11","ENSG00000227877.6"
"6089","ENSG00000227877.6","ENSG00000108091.10"
"6090","ENSG00000151150.21","ENSG00000170312.15"
"6091","ENSG00000182010.10","ENSG00000138311.15"
"6092","ENSG00000181915.4","ENSG00000122877.15"
"6093","ENSG00000108176.14","ENSG00000096717.11"
"6094","ENSG00000096717.11","ENSG00000148634.15"
"6095","ENSG00000148634.15","ENSG00000138347.15"
"6096","ENSG00000138347.15","ENSG00000179774.8"
"6097","ENSG00000179774.8","ENSG00000108187.15"
"6098","ENSG00000096746.17","ENSG00000204130.12"
"6099","ENSG00000204130.12","ENSG00000138346.14"
"6100","ENSG00000138346.14","ENSG00000122912.14"
"6101","ENSG00000122912.14","ENSG00000138336.8"
"6102","ENSG00000138336.8","ENSG00000060339.13"
"6103","ENSG00000060339.13","ENSG00000165730.14"
"6104","ENSG00000165730.14","ENSG00000107625.12"
"6105","ENSG00000107625.12","ENSG00000165732.12"
"6106","ENSG00000165732.12","ENSG00000198954.7"
"6107","ENSG00000198954.7","ENSG00000122862.4"
"6108","ENSG00000122862.4","ENSG00000122958.14"
"6109","ENSG00000122958.14","ENSG00000156502.13"
"6110","ENSG00000156502.13","ENSG00000156510.12"
"6111","ENSG00000156510.12","ENSG00000156515.21"
"6112","ENSG00000156515.21","ENSG00000075073.14"
"6113","ENSG00000075073.14","ENSG00000099282.9"
"6114","ENSG00000099282.9","ENSG00000122859.4"
"6115","ENSG00000122859.4","ENSG00000171224.8"
"6116","ENSG00000171224.8","ENSG00000197467.13"
"6117","ENSG00000099284.13","ENSG00000042286.14"
"6118","ENSG00000042286.14","ENSG00000156521.13"
"6119","ENSG00000156521.13","ENSG00000079332.14"
"6120","ENSG00000079332.14","ENSG00000180817.11"
"6121","ENSG00000180817.11","ENSG00000148734.7"
"6122","ENSG00000148734.7","ENSG00000172731.13"
"6123","ENSG00000172731.13","ENSG00000148730.6"
"6124","ENSG00000148730.6","ENSG00000156574.9"
"6125","ENSG00000156574.9","ENSG00000107719.8"
"6126","ENSG00000107719.8","ENSG00000180644.7"
"6127","ENSG00000180644.7","ENSG00000138316.10"
"6128","ENSG00000138316.10","ENSG00000166220.12"
"6129","ENSG00000166220.12","ENSG00000166224.16"
"6130","ENSG00000166224.16","ENSG00000166228.8"
"6131","ENSG00000107731.12","ENSG00000198246.7"
"6132","ENSG00000198246.7","ENSG00000107736.19"
"6133","ENSG00000214688.5","ENSG00000107738.19"
"6134","ENSG00000107738.19","ENSG00000197746.13"
"6135","ENSG00000197746.13","ENSG00000122863.5"
"6136","ENSG00000122863.5","ENSG00000107742.12"
"6137","ENSG00000107742.12","ENSG00000138303.17"
"6138","ENSG00000166295.8","ENSG00000168209.4"
"6139","ENSG00000168209.4","ENSG00000148719.14"
"6140","ENSG00000107745.17","ENSG00000156026.14"
"6141","ENSG00000138315.12","ENSG00000138308.5"
"6142","ENSG00000138308.5","ENSG00000122884.12"
"6143","ENSG00000122884.12","ENSG00000166321.13"
"6144","ENSG00000166321.13","ENSG00000122882.10"
"6145","ENSG00000138286.14","ENSG00000213551.4"
"6146","ENSG00000182180.13","ENSG00000156042.17"
"6147","ENSG00000156042.17","ENSG00000138279.15"
"6148","ENSG00000138279.15","ENSG00000166343.9"
"6149","ENSG00000166343.9","ENSG00000107758.15"
"6150","ENSG00000107758.15","ENSG00000166348.18"
"6151","ENSG00000166348.18","ENSG00000177791.11"
"6152","ENSG00000177791.11","ENSG00000166317.11"
"6153","ENSG00000166317.11","ENSG00000172650.13"
"6154","ENSG00000172650.13","ENSG00000176986.15"
"6155","ENSG00000176986.15","ENSG00000196968.10"
"6156","ENSG00000214655.10","ENSG00000166507.17"
"6157","ENSG00000166507.17","ENSG00000148660.20"
"6158","ENSG00000148660.20","ENSG00000122861.15"
"6159","ENSG00000122861.15","ENSG00000222047.8"
"6160","ENSG00000222047.8","ENSG00000035403.17"
"6161","ENSG00000035403.17","ENSG00000185009.12"
"6162","ENSG00000188716.5","ENSG00000079393.20"
"6163","ENSG00000156671.12","ENSG00000165637.13"
"6164","ENSG00000165637.13","ENSG00000165644.10"
"6165","ENSG00000165644.10","ENSG00000165655.16"
"6166","ENSG00000165655.16","ENSG00000148655.14"
"6167","ENSG00000151208.16","ENSG00000148606.12"
"6168","ENSG00000108179.13","ENSG00000165424.6"
"6169","ENSG00000165424.6","ENSG00000253626.3"
"6170","ENSG00000253626.3","ENSG00000185303.16"
"6171","ENSG00000185303.16","ENSG00000122852.14"
"6172","ENSG00000122852.14","ENSG00000188199.10"
"6173","ENSG00000188199.10","ENSG00000228570.7"
"6174","ENSG00000228570.7","ENSG00000133661.15"
"6175","ENSG00000133661.15","ENSG00000133678.13"
"6176","ENSG00000133678.13","ENSG00000189129.13"
"6177","ENSG00000189129.13","ENSG00000122359.17"
"6178","ENSG00000122359.17","ENSG00000151224.12"
"6179","ENSG00000151224.12","ENSG00000170788.13"
"6180","ENSG00000170788.13","ENSG00000133665.12"
"6181","ENSG00000133665.12","ENSG00000122378.13"
"6182","ENSG00000122378.13","ENSG00000108219.14"
"6183","ENSG00000108219.14","ENSG00000178217.13"
"6184","ENSG00000165678.20","ENSG00000188373.4"
"6185","ENSG00000188373.4","ENSG00000148600.14"
"6186","ENSG00000148600.14","ENSG00000204033.9"
"6187","ENSG00000204033.9","ENSG00000148602.5"
"6188","ENSG00000148604.13","ENSG00000107771.15"
"6189","ENSG00000182771.18","ENSG00000062650.17"
"6190","ENSG00000062650.17","ENSG00000122375.11"
"6191","ENSG00000122375.11","ENSG00000122367.19"
