File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF030SER	bam	bam		transcriptome alignments	GRCh38	ENCSR263IOO	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3148/'], '@type': ['Target', 'Item'], 'name': 'HMGB2-human', 'label': 'HMGB2', '@id': '/targets/HMGB2-human/', 'title': 'HMGB2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd360854d-1b8f-4be7-9a36-d0a98be7cc73', 'status': 'released'}				HMGB2-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF673JSF/, /files/ENCFF753DPT/, /files/ENCFF598IDH/	6387582780	ENCODE Processing Pipeline	e738ab23d881941f9b876b46a1c4f61e		https://www.encodeproject.org/files/ENCFF030SER/@@download/ENCFF030SER.bam	V29			released	s3://encode-public/2021/03/08/9a85976f-a337-4329-be25-29c30f11dccc/ENCFF030SER.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF271AUL	bam	bam		transcriptome alignments	GRCh38	ENCSR263IOO	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3148/'], '@type': ['Target', 'Item'], 'name': 'HMGB2-human', 'label': 'HMGB2', '@id': '/targets/HMGB2-human/', 'title': 'HMGB2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd360854d-1b8f-4be7-9a36-d0a98be7cc73', 'status': 'released'}				HMGB2-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF652HXB/, /files/ENCFF439CAM/, /files/ENCFF598IDH/	7373519551	ENCODE Processing Pipeline	b80621ee3664dc794192f1153e7f24a4		https://www.encodeproject.org/files/ENCFF271AUL/@@download/ENCFF271AUL.bam	V29			released	s3://encode-public/2021/03/08/68af1c0b-f331-4650-9b5b-90b1ad730df7/ENCFF271AUL.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF492XZD	bam	bam		transcriptome alignments	GRCh38	ENCSR832XLB	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84248/'], '@type': ['Target', 'Item'], 'name': 'FYTTD1-human', 'label': 'FYTTD1', '@id': '/targets/FYTTD1-human/', 'title': 'FYTTD1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0a9e15e9-2d7c-4d59-afae-49b376fef291', 'status': 'released'}				FYTTD1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		101					/files/ENCFF009FMP/, /files/ENCFF783UUV/, /files/ENCFF598IDH/	14197616242	ENCODE Processing Pipeline	0eafbb978b6bc6badb858793d31f8c80		https://www.encodeproject.org/files/ENCFF492XZD/@@download/ENCFF492XZD.bam	V29			released	s3://encode-public/2021/02/24/3fa95708-fe3e-4c78-83d1-bea92e73f5b5/ENCFF492XZD.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF407IPC	bam	bam		alignments	GRCh38	ENCSR832XLB	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84248/'], '@type': ['Target', 'Item'], 'name': 'FYTTD1-human', 'label': 'FYTTD1', '@id': '/targets/FYTTD1-human/', 'title': 'FYTTD1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0a9e15e9-2d7c-4d59-afae-49b376fef291', 'status': 'released'}				FYTTD1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		101					/files/ENCFF649APN/, /files/ENCFF755QIW/, /files/ENCFF598IDH/	4759464735	ENCODE Processing Pipeline	8a42a1268dc489458bef16ce97f72f28		https://www.encodeproject.org/files/ENCFF407IPC/@@download/ENCFF407IPC.bam	V29			released	s3://encode-public/2021/02/24/7e076e37-3a48-4cdb-8dca-a7ca31460a50/ENCFF407IPC.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF692UNF	bam	bam		transcriptome alignments	GRCh38	ENCSR832XLB	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84248/'], '@type': ['Target', 'Item'], 'name': 'FYTTD1-human', 'label': 'FYTTD1', '@id': '/targets/FYTTD1-human/', 'title': 'FYTTD1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0a9e15e9-2d7c-4d59-afae-49b376fef291', 'status': 'released'}				FYTTD1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		101					/files/ENCFF649APN/, /files/ENCFF755QIW/, /files/ENCFF598IDH/	8976688774	ENCODE Processing Pipeline	e40df4a8928ffa984db7813c3b1ba1e7		https://www.encodeproject.org/files/ENCFF692UNF/@@download/ENCFF692UNF.bam	V29			released	s3://encode-public/2021/02/24/dc89fcd0-6ae5-4160-8560-a3af4de670f2/ENCFF692UNF.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF299RDM	bam	bam		alignments	GRCh38	ENCSR832XLB	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84248/'], '@type': ['Target', 'Item'], 'name': 'FYTTD1-human', 'label': 'FYTTD1', '@id': '/targets/FYTTD1-human/', 'title': 'FYTTD1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0a9e15e9-2d7c-4d59-afae-49b376fef291', 'status': 'released'}				FYTTD1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		101					/files/ENCFF009FMP/, /files/ENCFF783UUV/, /files/ENCFF598IDH/	7553835407	ENCODE Processing Pipeline	a3af033333ac0b218d730f51113f91b8		https://www.encodeproject.org/files/ENCFF299RDM/@@download/ENCFF299RDM.bam	V29			released	s3://encode-public/2021/02/24/3b10bd8d-61f8-4682-aa25-33d8eecfb0ac/ENCFF299RDM.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF608WST	bam	bam		transcriptome alignments	GRCh38	ENCSR561IMV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/30001/'], '@type': ['Target', 'Item'], 'name': 'ERO1A-human', 'label': 'ERO1A', '@id': '/targets/ERO1A-human/', 'title': 'ERO1A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'cbbeb72f-5738-4893-8951-f1c1d58c0200', 'status': 'released'}				ERO1A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF544PQM/, /files/ENCFF598IDH/, /files/ENCFF821FFX/	14210896428	ENCODE Processing Pipeline	a225dbd4b10da65190ca571237395971		https://www.encodeproject.org/files/ENCFF608WST/@@download/ENCFF608WST.bam	V29			released	s3://encode-public/2020/10/24/dab8bfb6-93f8-4c52-884b-319a891dcd80/ENCFF608WST.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF354YQI	bam	bam		alignments	GRCh38	ENCSR561IMV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/30001/'], '@type': ['Target', 'Item'], 'name': 'ERO1A-human', 'label': 'ERO1A', '@id': '/targets/ERO1A-human/', 'title': 'ERO1A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'cbbeb72f-5738-4893-8951-f1c1d58c0200', 'status': 'released'}				ERO1A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF544PQM/, /files/ENCFF598IDH/, /files/ENCFF821FFX/	6552811072	ENCODE Processing Pipeline	cb359984f9759031bf41b6a976232e80		https://www.encodeproject.org/files/ENCFF354YQI/@@download/ENCFF354YQI.bam	V29			released	s3://encode-public/2020/10/24/ad7bc0c2-4643-4a90-a767-5d8cf671cf19/ENCFF354YQI.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF364TJQ	bam	bam		alignments	GRCh38	ENCSR561IMV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/30001/'], '@type': ['Target', 'Item'], 'name': 'ERO1A-human', 'label': 'ERO1A', '@id': '/targets/ERO1A-human/', 'title': 'ERO1A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'cbbeb72f-5738-4893-8951-f1c1d58c0200', 'status': 'released'}				ERO1A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF042ECU/, /files/ENCFF507ZIL/, /files/ENCFF598IDH/	5287521681	ENCODE Processing Pipeline	7e6834e4ccd95d4a8ade7395881410b6		https://www.encodeproject.org/files/ENCFF364TJQ/@@download/ENCFF364TJQ.bam	V29			released	s3://encode-public/2020/10/24/32f7d62a-9576-4c43-883d-f09e4e5793f1/ENCFF364TJQ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF809RQT	bam	bam		transcriptome alignments	GRCh38	ENCSR561IMV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/30001/'], '@type': ['Target', 'Item'], 'name': 'ERO1A-human', 'label': 'ERO1A', '@id': '/targets/ERO1A-human/', 'title': 'ERO1A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'cbbeb72f-5738-4893-8951-f1c1d58c0200', 'status': 'released'}				ERO1A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF042ECU/, /files/ENCFF507ZIL/, /files/ENCFF598IDH/	11138765728	ENCODE Processing Pipeline	8e0ddc501660b055b31869703f6f983b		https://www.encodeproject.org/files/ENCFF809RQT/@@download/ENCFF809RQT.bam	V29			released	s3://encode-public/2020/10/24/d88784ae-c324-419f-9c08-323ae0e3b7dc/ENCFF809RQT.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF986GCV	bam	bam		alignments	hg19	ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF860BAF/, /files/ENCFF593JVU/	3231229301	Brenton Graveley, UConn	5441e78964b41966c404cb839e91518d		https://www.encodeproject.org/files/ENCFF986GCV/@@download/ENCFF986GCV.bam				released	s3://encode-public/2017/11/21/36d1478b-c84f-4f58-93af-07ec71cc32b7/ENCFF986GCV.bam	Lab custom hg19	released	missing biosample characterization		
ENCFF088NOQ	bam	bam		alignments	hg19	ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF378KNS/, /files/ENCFF467IYJ/	3033991102	Brenton Graveley, UConn	26c9ea851431ceb3bddbaed0f460d968		https://www.encodeproject.org/files/ENCFF088NOQ/@@download/ENCFF088NOQ.bam				released	s3://encode-public/2017/11/21/bba400e4-d648-43d3-9d7f-ec7e23da52fc/ENCFF088NOQ.bam	Lab custom hg19	released	missing biosample characterization		
ENCFF350EDH	bam	bam		alignments	GRCh38	ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF860BAF/, /files/ENCFF593JVU/, /files/ENCFF598IDH/	4097321200	ENCODE Processing Pipeline	a7aa9ce7ea815caa7c44d478088178df		https://www.encodeproject.org/files/ENCFF350EDH/@@download/ENCFF350EDH.bam	V29			released	s3://encode-public/2021/02/23/f819566b-903f-4b19-9194-63380873a618/ENCFF350EDH.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF292HDT	bam	bam		transcriptome alignments	GRCh38	ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF860BAF/, /files/ENCFF593JVU/, /files/ENCFF598IDH/	5741970034	ENCODE Processing Pipeline	819d543df05f7728bb11f7d3c76b5ad1		https://www.encodeproject.org/files/ENCFF292HDT/@@download/ENCFF292HDT.bam	V29			released	s3://encode-public/2021/02/23/d37f980c-70ef-40c9-bc7a-c95e6c372df4/ENCFF292HDT.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF110VAI	bam	bam		alignments	GRCh38	ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF378KNS/, /files/ENCFF467IYJ/, /files/ENCFF598IDH/	3921977743	ENCODE Processing Pipeline	a26d48a6f34d1d61fc48bf12f57a5cc4		https://www.encodeproject.org/files/ENCFF110VAI/@@download/ENCFF110VAI.bam	V29			released	s3://encode-public/2021/02/23/4a28d97b-6789-4f4d-9c06-3a4f527030a8/ENCFF110VAI.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF326JLH	bam	bam		transcriptome alignments	GRCh38	ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF378KNS/, /files/ENCFF467IYJ/, /files/ENCFF598IDH/	5357998270	ENCODE Processing Pipeline	6f880a98fe1fad50955747b3cb4a3062		https://www.encodeproject.org/files/ENCFF326JLH/@@download/ENCFF326JLH.bam	V29			released	s3://encode-public/2021/02/23/2bba4ec0-367a-4724-ac56-1d527e8fdb8e/ENCFF326JLH.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF321OKA	bam	bam		alignments	GRCh38	ENCSR544LEZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1465'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9877/'], '@type': ['Target', 'Item'], 'name': 'ZC3H11A-human', 'label': 'ZC3H11A', '@id': '/targets/ZC3H11A-human/', 'title': 'ZC3H11A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'c07ecfc8-0cc6-439b-95e3-6c7434b93a2b', 'status': 'released'}				ZC3H11A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF102EDV/, /files/ENCFF592EQR/, /files/ENCFF598IDH/	6616980288	ENCODE Processing Pipeline	1ba1a7d7caab67f099e8e5d3e4580275		https://www.encodeproject.org/files/ENCFF321OKA/@@download/ENCFF321OKA.bam	V29			released	s3://encode-public/2020/04/16/efffca26-982e-4d3f-a29b-4b7d8e6c3437/ENCFF321OKA.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF152NOE	bam	bam		transcriptome alignments	GRCh38	ENCSR544LEZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1465'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9877/'], '@type': ['Target', 'Item'], 'name': 'ZC3H11A-human', 'label': 'ZC3H11A', '@id': '/targets/ZC3H11A-human/', 'title': 'ZC3H11A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'c07ecfc8-0cc6-439b-95e3-6c7434b93a2b', 'status': 'released'}				ZC3H11A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF102EDV/, /files/ENCFF592EQR/, /files/ENCFF598IDH/	14171594766	ENCODE Processing Pipeline	db0260ef5d94d45ac6c08939f0c9c00b		https://www.encodeproject.org/files/ENCFF152NOE/@@download/ENCFF152NOE.bam	V29			released	s3://encode-public/2020/04/16/c0984c13-94b8-4648-89a5-cdd90a6c8fe0/ENCFF152NOE.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF234EEF	bam	bam		alignments	GRCh38	ENCSR544LEZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1465'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9877/'], '@type': ['Target', 'Item'], 'name': 'ZC3H11A-human', 'label': 'ZC3H11A', '@id': '/targets/ZC3H11A-human/', 'title': 'ZC3H11A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'c07ecfc8-0cc6-439b-95e3-6c7434b93a2b', 'status': 'released'}				ZC3H11A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF557EDO/, /files/ENCFF115WDV/, /files/ENCFF598IDH/	6258990936	ENCODE Processing Pipeline	524164e5e24c5290238155001b51515c		https://www.encodeproject.org/files/ENCFF234EEF/@@download/ENCFF234EEF.bam	V29			released	s3://encode-public/2020/04/16/14b09389-e38f-4114-a1d3-16539d1f42fd/ENCFF234EEF.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF884RBP	bam	bam		transcriptome alignments	GRCh38	ENCSR544LEZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1465'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9877/'], '@type': ['Target', 'Item'], 'name': 'ZC3H11A-human', 'label': 'ZC3H11A', '@id': '/targets/ZC3H11A-human/', 'title': 'ZC3H11A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'c07ecfc8-0cc6-439b-95e3-6c7434b93a2b', 'status': 'released'}				ZC3H11A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF557EDO/, /files/ENCFF115WDV/, /files/ENCFF598IDH/	13477024841	ENCODE Processing Pipeline	d6a4011aa774092a00690bfd1d203bd1		https://www.encodeproject.org/files/ENCFF884RBP/@@download/ENCFF884RBP.bam	V29			released	s3://encode-public/2020/04/16/a782cbc1-d6a4-4e6e-adf3-5237496c074e/ENCFF884RBP.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
